('1.3.1', 'pdfbox/src/main/java/org/apache/pdfbox/cos/COSName.java', 'PDFBOX-907', 'd41cbf92b2b6c994405628920470744bdb8e9661')
('1.8.2', 'pdfbox/src/main/java/org/apache/pdfbox/pdmodel/graphics/optionalcontent/PDOptionalContentProperties.java', 'PDFBOX-2799', '1f39aeae7f21c2f247226d065bee41235668369e')
('1.8.1', 'pdfbox/src/main/java/org/apache/pdfbox/pdmodel/graphics/optionalcontent/PDOptionalContentProperties.java', 'PDFBOX-2799', '1f39aeae7f21c2f247226d065bee41235668369e')
('1.8.0', 'pdfbox/src/main/java/org/apache/pdfbox/pdmodel/graphics/optionalcontent/PDOptionalContentProperties.java', 'PDFBOX-2799', '1f39aeae7f21c2f247226d065bee41235668369e')
('1.8.6', 'pdfbox/src/main/java/org/apache/pdfbox/util/PDFStreamEngine.java', 'PDFBOX-2315', '38d912f664a9cd56bdb27f97fe6aca4731621071')
('1.8.6', 'pdfbox/src/main/java/org/apache/pdfbox/util/PDFStreamEngine.java', 'PDFBOX-2315', '0cf5f255feb4bc49be56c9794e95dfd60fb94d49')
('1.8.6', 'pdfbox/src/main/java/org/apache/pdfbox/util/operator/text/ShowTextGlyph.java', 'PDFBOX-2315', '0cf5f255feb4bc49be56c9794e95dfd60fb94d49')
('1.8.6', 'fontbox/src/main/java/org/apache/fontbox/type1/Type1Parser.java', 'PDFBOX-2315', 'd16fe57b7ed73e1624d14874996739fc55f73499')
('1.7.1', 'pdfbox/src/main/java/org/apache/pdfbox/pdmodel/edit/PDPageContentStream.java', 'PDFBOX-1469', 'aa35407128337055e41844f69b7d2a55d86dbe77')
('1.7.0', 'pdfbox/src/main/java/org/apache/pdfbox/pdmodel/edit/PDPageContentStream.java', 'PDFBOX-1469', 'aa35407128337055e41844f69b7d2a55d86dbe77')
('2.0.4', 'fontbox/src/main/java/org/apache/fontbox/type1/Type1Parser.java', 'PDFBOX-3654', 'ab3a63a49065cbc405272ea62ce1694cc0f7b124')
('2.0.3', 'fontbox/src/main/java/org/apache/fontbox/type1/Type1Parser.java', 'PDFBOX-3654', 'ab3a63a49065cbc405272ea62ce1694cc0f7b124')
('2.0.2', 'fontbox/src/main/java/org/apache/fontbox/type1/Type1Parser.java', 'PDFBOX-3654', 'ab3a63a49065cbc405272ea62ce1694cc0f7b124')
('1.8.9', 'pdfbox/src/main/java/org/apache/pdfbox/pdmodel/graphics/image/PDImageXObject.java', 'PDFBOX-2323', '2b6b43436f9cb7dcd86b106aa93285566202e009')
('1.7.1', 'pdfbox/src/main/java/org/apache/pdfbox/pdmodel/graphics/xobject/PDCcitt.java', 'PDFBOX-1475', '848b1779c29fe3232f11e1d49153b3bbe90a3e5e')
('1.7.1', 'pdfbox/src/main/java/org/apache/pdfbox/pdmodel/graphics/xobject/PDPixelMap.java', 'PDFBOX-1475', '848b1779c29fe3232f11e1d49153b3bbe90a3e5e')
('1.7.1', 'pdfbox/src/main/java/org/apache/pdfbox/filter/CCITTFaxDecodeFilter.java', 'PDFBOX-1475', '848b1779c29fe3232f11e1d49153b3bbe90a3e5e')
('1.7.0', 'pdfbox/src/main/java/org/apache/pdfbox/pdmodel/graphics/xobject/PDCcitt.java', 'PDFBOX-1475', '848b1779c29fe3232f11e1d49153b3bbe90a3e5e')
('1.7.0', 'pdfbox/src/main/java/org/apache/pdfbox/pdmodel/graphics/xobject/PDPixelMap.java', 'PDFBOX-1475', '848b1779c29fe3232f11e1d49153b3bbe90a3e5e')
('1.7.0', 'pdfbox/src/main/java/org/apache/pdfbox/filter/CCITTFaxDecodeFilter.java', 'PDFBOX-1475', '848b1779c29fe3232f11e1d49153b3bbe90a3e5e')
('1.8.6', 'pdfbox/src/main/java/org/apache/pdfbox/pdmodel/graphics/color/PDDeviceN.java', 'PDFBOX-2324', 'cd84dc206533b80ba061d1204aaff7964d62e294')
('1.8.5', 'pdfbox/src/main/java/org/apache/pdfbox/pdmodel/graphics/color/PDDeviceN.java', 'PDFBOX-2324', 'cd84dc206533b80ba061d1204aaff7964d62e294')
('1.8.4', 'pdfbox/src/main/java/org/apache/pdfbox/pdmodel/graphics/color/PDDeviceN.java', 'PDFBOX-2324', 'cd84dc206533b80ba061d1204aaff7964d62e294')
('1.8.3', 'pdfbox/src/main/java/org/apache/pdfbox/pdmodel/graphics/color/PDDeviceN.java', 'PDFBOX-2324', 'cd84dc206533b80ba061d1204aaff7964d62e294')
('1.8.2', 'pdfbox/src/main/java/org/apache/pdfbox/pdmodel/graphics/color/PDDeviceN.java', 'PDFBOX-2324', 'cd84dc206533b80ba061d1204aaff7964d62e294')
('1.8.1', 'pdfbox/src/main/java/org/apache/pdfbox/pdmodel/graphics/color/PDDeviceN.java', 'PDFBOX-2324', 'cd84dc206533b80ba061d1204aaff7964d62e294')
('1.8.0', 'pdfbox/src/main/java/org/apache/pdfbox/pdmodel/graphics/color/PDDeviceN.java', 'PDFBOX-2324', 'cd84dc206533b80ba061d1204aaff7964d62e294')
('2.0.14', 'pdfbox/src/main/java/org/apache/pdfbox/multipdf/PDFMergerUtility.java', 'PDFBOX-4500', 'fcdd6a3e493fdabfc2a413e3c65b81df426deee4')
('1.7.1', 'preflight/src/main/java/org/apache/pdfbox/preflight/parser/PreflightParser.java', 'PDFBOX-1477', 'edffee3ecae1d0d2b03189dc2099b4014d18dba4')
('1.7.1', 'preflight/src/main/java/org/apache/pdfbox/preflight/parser/PreflightParser.java', 'PDFBOX-1477', '40be8220b155c9f81fd1e8da18a8d464b22fe7c0')
('2.0.4', 'pdfbox/src/main/java/org/apache/pdfbox/rendering/TilingPaint.java', 'PDFBOX-3653', 'fd2f481d3ecca21f63d9a89106aafbd430cf92a2')
('2.0.3', 'pdfbox/src/main/java/org/apache/pdfbox/rendering/TilingPaint.java', 'PDFBOX-3653', 'fd2f481d3ecca21f63d9a89106aafbd430cf92a2')
('2.0.2', 'pdfbox/src/main/java/org/apache/pdfbox/rendering/TilingPaint.java', 'PDFBOX-3653', 'fd2f481d3ecca21f63d9a89106aafbd430cf92a2')
('2.0.1', 'pdfbox/src/main/java/org/apache/pdfbox/rendering/TilingPaint.java', 'PDFBOX-3653', 'fd2f481d3ecca21f63d9a89106aafbd430cf92a2')
('2.0.0', 'pdfbox/src/main/java/org/apache/pdfbox/rendering/TilingPaint.java', 'PDFBOX-3653', 'fd2f481d3ecca21f63d9a89106aafbd430cf92a2')
('2.0.4', 'pdfbox/src/main/java/org/apache/pdfbox/pdmodel/graphics/pattern/PDTilingPattern.java', 'PDFBOX-3653', '042c3ee671b6f0f292efa37d2f893b0129b5e070')
('2.0.4', 'pdfbox/src/main/java/org/apache/pdfbox/rendering/TilingPaint.java', 'PDFBOX-3653', '042c3ee671b6f0f292efa37d2f893b0129b5e070')
('2.0.3', 'pdfbox/src/main/java/org/apache/pdfbox/rendering/TilingPaint.java', 'PDFBOX-3653', '042c3ee671b6f0f292efa37d2f893b0129b5e070')
('2.0.2', 'pdfbox/src/main/java/org/apache/pdfbox/rendering/TilingPaint.java', 'PDFBOX-3653', '042c3ee671b6f0f292efa37d2f893b0129b5e070')
('2.0.1', 'pdfbox/src/main/java/org/apache/pdfbox/rendering/TilingPaint.java', 'PDFBOX-3653', '042c3ee671b6f0f292efa37d2f893b0129b5e070')
('2.0.0', 'pdfbox/src/main/java/org/apache/pdfbox/rendering/TilingPaint.java', 'PDFBOX-3653', '042c3ee671b6f0f292efa37d2f893b0129b5e070')
('1.7.1', 'xmpbox/src/main/java/org/apache/padaf/xmpbox/xml/DomXmpParser.java', 'PDFBOX-1476', '645027540925f6ff90c1709539efcd3508ba0e5e')
('1.7.1', 'xmpbox/src/main/java/org/apache/padaf/xmpbox/xml/DomXmpParser.java', 'PDFBOX-1471', 'b3af5130f305e4a92a286c371222a5fba2d74b60')
('1.8.6', 'pdfbox/src/main/java/org/apache/pdfbox/pdfparser/NonSequentialPDFParser.java', 'PDFBOX-2320', '783bc9cc51b09fdc1e41e20ba7ce5688d2c6ab7c')
('1.7.1', 'xmpbox/src/main/java/org/apache/padaf/xmpbox/xml/XmpSerializer.java', 'PDFBOX-1470', 'acdba754d0f015d6e70af2b9f9a7599abb78f5ff')
('1.7.1', 'fontbox/src/main/java/org/apache/fontbox/cff/CharStringConverter.java', 'PDFBOX-1473', 'abed1421721418608ad988a54a96f06e856f04be')
('1.7.1', 'preflight/src/main/java/org/apache/pdfbox/preflight/font/util/Type1Parser.java', 'PDFBOX-1473', 'abed1421721418608ad988a54a96f06e856f04be')
('1.7.1', 'fontbox/src/main/java/org/apache/fontbox/cff/Type2CharStringParser.java', 'PDFBOX-1473', 'abed1421721418608ad988a54a96f06e856f04be')
('1.7.1', 'fontbox/src/main/java/org/apache/fontbox/cff/Type1CharStringParser.java', 'PDFBOX-1473', 'abed1421721418608ad988a54a96f06e856f04be')
('1.7.1', 'fontbox/src/main/java/org/apache/fontbox/cff/CFFFont.java', 'PDFBOX-1473', 'abed1421721418608ad988a54a96f06e856f04be')
('1.7.0', 'fontbox/src/main/java/org/apache/fontbox/cff/CharStringConverter.java', 'PDFBOX-1473', 'abed1421721418608ad988a54a96f06e856f04be')
('1.7.0', 'fontbox/src/main/java/org/apache/fontbox/cff/Type2CharStringParser.java', 'PDFBOX-1473', 'abed1421721418608ad988a54a96f06e856f04be')
('1.7.0', 'fontbox/src/main/java/org/apache/fontbox/cff/Type1CharStringParser.java', 'PDFBOX-1473', 'abed1421721418608ad988a54a96f06e856f04be')
('1.7.0', 'fontbox/src/main/java/org/apache/fontbox/cff/CFFFont.java', 'PDFBOX-1473', 'abed1421721418608ad988a54a96f06e856f04be')
('1.6.0', 'fontbox/src/main/java/org/apache/fontbox/cff/CharStringConverter.java', 'PDFBOX-1473', 'abed1421721418608ad988a54a96f06e856f04be')
('1.6.0', 'fontbox/src/main/java/org/apache/fontbox/cff/Type2CharStringParser.java', 'PDFBOX-1473', 'abed1421721418608ad988a54a96f06e856f04be')
('1.6.0', 'fontbox/src/main/java/org/apache/fontbox/cff/Type1CharStringParser.java', 'PDFBOX-1473', 'abed1421721418608ad988a54a96f06e856f04be')
('1.5.0', 'fontbox/src/main/java/org/apache/fontbox/cff/CharStringConverter.java', 'PDFBOX-1473', 'abed1421721418608ad988a54a96f06e856f04be')
('1.5.0', 'fontbox/src/main/java/org/apache/fontbox/cff/Type2CharStringParser.java', 'PDFBOX-1473', 'abed1421721418608ad988a54a96f06e856f04be')
('1.5.0', 'fontbox/src/main/java/org/apache/fontbox/cff/Type1CharStringParser.java', 'PDFBOX-1473', 'abed1421721418608ad988a54a96f06e856f04be')
('1.4.0', 'fontbox/src/main/java/org/apache/fontbox/cff/Type2CharStringParser.java', 'PDFBOX-1473', 'abed1421721418608ad988a54a96f06e856f04be')
('1.4.0', 'fontbox/src/main/java/org/apache/fontbox/cff/Type1CharStringParser.java', 'PDFBOX-1473', 'abed1421721418608ad988a54a96f06e856f04be')
('1.3.1', 'fontbox/src/main/java/org/apache/fontbox/cff/Type2CharStringParser.java', 'PDFBOX-1473', 'abed1421721418608ad988a54a96f06e856f04be')
('1.3.1', 'fontbox/src/main/java/org/apache/fontbox/cff/Type1CharStringParser.java', 'PDFBOX-1473', 'abed1421721418608ad988a54a96f06e856f04be')
('1.2.1', 'fontbox/src/main/java/org/apache/fontbox/cff/Type2CharStringParser.java', 'PDFBOX-1473', 'abed1421721418608ad988a54a96f06e856f04be')
('1.2.1', 'fontbox/src/main/java/org/apache/fontbox/cff/Type1CharStringParser.java', 'PDFBOX-1473', 'abed1421721418608ad988a54a96f06e856f04be')
('1.2.0', 'fontbox/src/main/java/org/apache/fontbox/cff/Type2CharStringParser.java', 'PDFBOX-1473', 'abed1421721418608ad988a54a96f06e856f04be')
('1.2.0', 'fontbox/src/main/java/org/apache/fontbox/cff/Type1CharStringParser.java', 'PDFBOX-1473', 'abed1421721418608ad988a54a96f06e856f04be')
('1.1.0', 'fontbox/src/main/java/org/apache/fontbox/cff/Type2CharStringParser.java', 'PDFBOX-1473', 'abed1421721418608ad988a54a96f06e856f04be')
('1.1.0', 'fontbox/src/main/java/org/apache/fontbox/cff/Type1CharStringParser.java', 'PDFBOX-1473', 'abed1421721418608ad988a54a96f06e856f04be')
('1.7.1', 'fontbox/src/main/java/org/apache/fontbox/cff/CFFParser.java', 'PDFBOX-1473', '6058430cd397a132c60e7b98b3305768bee68e99')
('1.7.0', 'fontbox/src/main/java/org/apache/fontbox/cff/CFFParser.java', 'PDFBOX-1473', '6058430cd397a132c60e7b98b3305768bee68e99')
('1.6.0', 'fontbox/src/main/java/org/apache/fontbox/cff/CFFParser.java', 'PDFBOX-1473', '6058430cd397a132c60e7b98b3305768bee68e99')
('1.5.0', 'fontbox/src/main/java/org/apache/fontbox/cff/CFFParser.java', 'PDFBOX-1473', '6058430cd397a132c60e7b98b3305768bee68e99')
('1.7.1', 'pdfbox/src/main/java/org/apache/pdfbox/pdmodel/font/PDType1CFont.java', 'PDFBOX-1473', '974257c7506f41f59bb85204bc9c5ee2befcd862')
('1.7.0', 'pdfbox/src/main/java/org/apache/pdfbox/pdmodel/font/PDType1CFont.java', 'PDFBOX-1473', '974257c7506f41f59bb85204bc9c5ee2befcd862')
('2.0.4', 'pdfbox/src/main/java/org/apache/pdfbox/pdmodel/font/PDType1Font.java', 'PDFBOX-3659', 'a2baafdc2f4762bd30bd383bd19291245a1e02f8')
('2.0.14', 'pdfbox/src/main/java/org/apache/pdfbox/multipdf/PDFMergerUtility.java', 'PDFBOX-4504', '590c606e017b09a61673e6a14f36d6b801b7c4d4')
('2.0.4', 'pdfbox/src/main/java/org/apache/pdfbox/pdmodel/interactive/form/PDButton.java', 'PDFBOX-3656', 'f7c5e9972a772e9acf66489e5f6c6474d8ee5519')
('2.0.3', 'pdfbox/src/main/java/org/apache/pdfbox/pdmodel/interactive/form/PDButton.java', 'PDFBOX-3656', 'f7c5e9972a772e9acf66489e5f6c6474d8ee5519')
('1.8.6', 'pdfbox/src/main/java/org/apache/pdfbox/pdmodel/font/PDCIDFontType2.java', 'PDFBOX-2325', '38bdf7dd989dbd315e348b931c075b66674a3906')
('1.8.6', 'pdfbox/src/main/java/org/apache/pdfbox/cos/COSName.java', 'PDFBOX-2325', 'dc7ac839df29750c200d32e7403daaed8cc06f13')
('2.0.14', 'pdfbox/src/main/java/org/apache/pdfbox/pdmodel/graphics/color/PDIndexed.java', 'PDFBOX-4503', '3e19e6d5e21af7d2e3c40e9477aec8bf53a26466')
('2.0.13', 'pdfbox/src/main/java/org/apache/pdfbox/pdmodel/graphics/color/PDIndexed.java', 'PDFBOX-4503', '3e19e6d5e21af7d2e3c40e9477aec8bf53a26466')
('2.0.12', 'pdfbox/src/main/java/org/apache/pdfbox/pdmodel/graphics/color/PDIndexed.java', 'PDFBOX-4503', '3e19e6d5e21af7d2e3c40e9477aec8bf53a26466')
('2.0.11', 'pdfbox/src/main/java/org/apache/pdfbox/pdmodel/graphics/color/PDIndexed.java', 'PDFBOX-4503', '3e19e6d5e21af7d2e3c40e9477aec8bf53a26466')
('2.0.10', 'pdfbox/src/main/java/org/apache/pdfbox/pdmodel/graphics/color/PDIndexed.java', 'PDFBOX-4503', '3e19e6d5e21af7d2e3c40e9477aec8bf53a26466')
('2.0.9', 'pdfbox/src/main/java/org/apache/pdfbox/pdmodel/graphics/color/PDIndexed.java', 'PDFBOX-4503', '3e19e6d5e21af7d2e3c40e9477aec8bf53a26466')
('2.0.4', 'pdfbox/src/main/java/org/apache/pdfbox/pdmodel/graphics/image/SampledImageReader.java', 'PDFBOX-3657', 'c2ee8833316c4b57382167b54a3e88b40259278b')
('2.0.3', 'pdfbox/src/main/java/org/apache/pdfbox/pdmodel/graphics/image/SampledImageReader.java', 'PDFBOX-3657', 'c2ee8833316c4b57382167b54a3e88b40259278b')
('1.8.6', 'pdfbox/src/main/java/org/apache/pdfbox/pdmodel/font/PDFontFactory.java', 'PDFBOX-2326', 'dd7d3aa44047f51d6eda66da1c0a7e95435c9343')
('1.8.5', 'pdfbox/src/main/java/org/apache/pdfbox/pdmodel/font/PDFontFactory.java', 'PDFBOX-2326', 'dd7d3aa44047f51d6eda66da1c0a7e95435c9343')
('1.8.10', 'pdfbox/src/main/java/org/apache/pdfbox/pdfwriter/COSWriter.java', 'PDFBOX-2729', '47adf829452fc0d73e73081997410dea08f60572')
('1.8.10', 'pdfbox/src/main/java/org/apache/pdfbox/pdfparser/PDFParser.java', 'PDFBOX-2729', 'b153a6f785a6b5099d2d991e4863a74132cee662')
('1.8.9', 'pdfbox/src/main/java/org/apache/pdfbox/pdfparser/PDFParser.java', 'PDFBOX-2729', 'b153a6f785a6b5099d2d991e4863a74132cee662')
('1.8.8', 'pdfbox/src/main/java/org/apache/pdfbox/pdfparser/PDFParser.java', 'PDFBOX-2729', 'b153a6f785a6b5099d2d991e4863a74132cee662')
('1.8.10', 'pdfbox/src/main/java/org/apache/pdfbox/pdmodel/encryption/SecurityHandler.java', 'PDFBOX-2729', '92fa51f4433f7b449afe7dd77159128198d3ec1e')
('1.8.10', 'pdfbox/src/main/java/org/apache/pdfbox/pdmodel/encryption/StandardSecurityHandler.java', 'PDFBOX-2729', '92fa51f4433f7b449afe7dd77159128198d3ec1e')
('1.8.9', 'pdfbox/src/main/java/org/apache/pdfbox/multipdf/Splitter.java', 'PDFBOX-2730', '2ec9359901633567fd9c198b60dd6a7242caaa16')
('1.8.4', 'fontbox/src/main/java/org/apache/fontbox/cff/CFFParser.java', 'PDFBOX-1882', '74d175a78401ad3978d0b33f9a0da81f146881ad')
('1.8.3', 'fontbox/src/main/java/org/apache/fontbox/cff/CFFParser.java', 'PDFBOX-1882', '74d175a78401ad3978d0b33f9a0da81f146881ad')
('1.8.4', 'pdfbox/src/main/java/org/apache/pdfbox/pdmodel/common/filespecification/PDComplexFileSpecification.java', 'PDFBOX-1884', '5f9b1f80b24f43848f4b7ddba8744e6609441c1e')
('1.8.4', 'tools/src/main/java/org/apache/pdfbox/tools/ExtractText.java', 'PDFBOX-1884', '5f9b1f80b24f43848f4b7ddba8744e6609441c1e')
('1.8.3', 'pdfbox/src/main/java/org/apache/pdfbox/pdmodel/common/filespecification/PDComplexFileSpecification.java', 'PDFBOX-1884', '5f9b1f80b24f43848f4b7ddba8744e6609441c1e')
('1.8.4', 'pdfbox/src/main/java/org/apache/pdfbox/pdmodel/graphics/shading/Type1ShadingContext.java', 'PDFBOX-1880', 'a23440bb14a5491551b7eb9836a737d2e73400a5')
('1.8.9', 'pdfbox/src/main/java/org/apache/pdfbox/multipdf/PDFMergerUtility.java', 'PDFBOX-2739', '1809a4384ee3f8b0bb69c3e89d6016197ad5c02d')
('1.7.1', 'pdfbox/src/main/java/org/apache/pdfbox/pdmodel/font/PDSimpleFont.java', 'PDFBOX-1408', '623f47497313d434b653242dda142228b73c98f6')
('1.7.1', 'pdfbox/src/main/java/org/apache/pdfbox/util/PDFStreamEngine.java', 'PDFBOX-1408', '3b44e01a330b08a5e2bc3b9997c2a6306009d70c')
('1.7.1', 'pdfbox/src/main/java/org/apache/pdfbox/pdmodel/font/PDSimpleFont.java', 'PDFBOX-1408', 'c11356ca7c5c16e9938118f5adac89d5670e559c')
('1.7.1', 'pdfbox/src/main/java/org/apache/pdfbox/pdmodel/font/PDFont.java', 'PDFBOX-1408', 'c11356ca7c5c16e9938118f5adac89d5670e559c')
('1.7.1', 'pdfbox/src/main/java/org/apache/pdfbox/util/PDFStreamEngine.java', 'PDFBOX-1408', 'c11356ca7c5c16e9938118f5adac89d5670e559c')
('1.7.1', 'fontbox/src/main/java/org/apache/fontbox/cmap/CMap.java', 'PDFBOX-1408', 'c11356ca7c5c16e9938118f5adac89d5670e559c')
('1.7.0', 'fontbox/src/main/java/org/apache/fontbox/cmap/CMap.java', 'PDFBOX-1408', 'c11356ca7c5c16e9938118f5adac89d5670e559c')
('1.6.0', 'fontbox/src/main/java/org/apache/fontbox/cmap/CMap.java', 'PDFBOX-1408', 'c11356ca7c5c16e9938118f5adac89d5670e559c')
('1.5.0', 'fontbox/src/main/java/org/apache/fontbox/cmap/CMap.java', 'PDFBOX-1408', 'c11356ca7c5c16e9938118f5adac89d5670e559c')
('1.8.9', 'pdfbox/src/main/java/org/apache/pdfbox/pdmodel/graphics/color/PDDeviceN.java', 'PDFBOX-2734', '04d373d01bf7daf45c89d3d977344369915a2815')
('1.8.8', 'pdfbox/src/main/java/org/apache/pdfbox/pdmodel/graphics/color/PDDeviceN.java', 'PDFBOX-2734', '04d373d01bf7daf45c89d3d977344369915a2815')
('1.8.7', 'pdfbox/src/main/java/org/apache/pdfbox/pdmodel/graphics/color/PDDeviceN.java', 'PDFBOX-2734', '04d373d01bf7daf45c89d3d977344369915a2815')
('1.8.6', 'pdfbox/src/main/java/org/apache/pdfbox/pdmodel/graphics/color/PDDeviceN.java', 'PDFBOX-2734', '04d373d01bf7daf45c89d3d977344369915a2815')
('1.8.5', 'pdfbox/src/main/java/org/apache/pdfbox/pdmodel/graphics/color/PDDeviceN.java', 'PDFBOX-2734', '04d373d01bf7daf45c89d3d977344369915a2815')
('1.8.4', 'pdfbox/src/main/java/org/apache/pdfbox/pdmodel/graphics/color/PDDeviceN.java', 'PDFBOX-2734', '04d373d01bf7daf45c89d3d977344369915a2815')
('1.8.3', 'pdfbox/src/main/java/org/apache/pdfbox/pdmodel/graphics/color/PDDeviceN.java', 'PDFBOX-2734', '04d373d01bf7daf45c89d3d977344369915a2815')
('1.8.2', 'pdfbox/src/main/java/org/apache/pdfbox/pdmodel/graphics/color/PDDeviceN.java', 'PDFBOX-2734', '04d373d01bf7daf45c89d3d977344369915a2815')
('1.8.1', 'pdfbox/src/main/java/org/apache/pdfbox/pdmodel/graphics/color/PDDeviceN.java', 'PDFBOX-2734', '04d373d01bf7daf45c89d3d977344369915a2815')
('1.8.0', 'pdfbox/src/main/java/org/apache/pdfbox/pdmodel/graphics/color/PDDeviceN.java', 'PDFBOX-2734', '04d373d01bf7daf45c89d3d977344369915a2815')
('1.8.4', 'pdfbox/src/main/java/org/apache/pdfbox/filter/JBIG2Filter.java', 'PDFBOX-1888', '6d00b97ee9af03ff6d72b053c7c5d7728329cf86')
('1.8.3', 'pdfbox/src/main/java/org/apache/pdfbox/filter/JBIG2Filter.java', 'PDFBOX-1888', '6d00b97ee9af03ff6d72b053c7c5d7728329cf86')
('1.8.9', 'pdfbox/src/main/java/org/apache/pdfbox/pdfparser/COSParser.java', 'PDFBOX-2733', 'f83b5e0537ae79881caea1440c5b5f209cd4e44d')
('1.8.9', 'pdfbox/src/main/java/org/apache/pdfbox/pdfparser/COSParser.java', 'PDFBOX-2733', '63f5a7b2bcd2585fac76b5cb9a8b7a3be8adee6f')
('1.8.4', 'pdfbox/src/main/java/org/apache/pdfbox/pdmodel/graphics/shading/GouraudShadingContext.java', 'PDFBOX-1887', '68d99b220335e85b7a364c466804944916af9b36')
('1.8.4', 'pdfbox/src/main/java/org/apache/pdfbox/pdmodel/graphics/shading/GouraudTriangle.java', 'PDFBOX-1887', '68d99b220335e85b7a364c466804944916af9b36')
('1.8.9', 'pdfbox/src/main/java/org/apache/pdfbox/pdmodel/graphics/color/PDSeparation.java', 'PDFBOX-2741', '38a935da475db2461c7b3ecd94df3d11ee0e7792')
('1.8.8', 'pdfbox/src/main/java/org/apache/pdfbox/pdmodel/graphics/color/PDSeparation.java', 'PDFBOX-2741', '38a935da475db2461c7b3ecd94df3d11ee0e7792')
('1.8.7', 'pdfbox/src/main/java/org/apache/pdfbox/pdmodel/graphics/color/PDSeparation.java', 'PDFBOX-2741', '38a935da475db2461c7b3ecd94df3d11ee0e7792')
('1.8.6', 'pdfbox/src/main/java/org/apache/pdfbox/pdmodel/graphics/color/PDSeparation.java', 'PDFBOX-2741', '38a935da475db2461c7b3ecd94df3d11ee0e7792')
('1.8.5', 'pdfbox/src/main/java/org/apache/pdfbox/pdmodel/graphics/color/PDSeparation.java', 'PDFBOX-2741', '38a935da475db2461c7b3ecd94df3d11ee0e7792')
('1.8.4', 'pdfbox/src/main/java/org/apache/pdfbox/pdmodel/graphics/color/PDSeparation.java', 'PDFBOX-2741', '38a935da475db2461c7b3ecd94df3d11ee0e7792')
('1.8.3', 'pdfbox/src/main/java/org/apache/pdfbox/pdmodel/graphics/color/PDSeparation.java', 'PDFBOX-2741', '38a935da475db2461c7b3ecd94df3d11ee0e7792')
('1.8.2', 'pdfbox/src/main/java/org/apache/pdfbox/pdmodel/graphics/color/PDSeparation.java', 'PDFBOX-2741', '38a935da475db2461c7b3ecd94df3d11ee0e7792')
('1.8.1', 'pdfbox/src/main/java/org/apache/pdfbox/pdmodel/graphics/color/PDSeparation.java', 'PDFBOX-2741', '38a935da475db2461c7b3ecd94df3d11ee0e7792')
('1.8.0', 'pdfbox/src/main/java/org/apache/pdfbox/pdmodel/graphics/color/PDSeparation.java', 'PDFBOX-2741', '38a935da475db2461c7b3ecd94df3d11ee0e7792')
('1.7.1', 'pdfbox/src/main/java/org/apache/pdfbox/pdmodel/graphics/color/PDSeparation.java', 'PDFBOX-2741', '38a935da475db2461c7b3ecd94df3d11ee0e7792')
('1.7.0', 'pdfbox/src/main/java/org/apache/pdfbox/pdmodel/graphics/color/PDSeparation.java', 'PDFBOX-2741', '38a935da475db2461c7b3ecd94df3d11ee0e7792')
('1.8.4', 'pdfbox/src/main/java/org/apache/pdfbox/pdmodel/graphics/xobject/PDXObjectForm.java', 'PDFBOX-1892', '523df85d9f303297e5e57cae362095e2a1d29c70')
('1.8.4', 'pdfbox/src/main/java/org/apache/pdfbox/pdmodel/graphics/xobject/PDXObjectImage.java', 'PDFBOX-1892', '523df85d9f303297e5e57cae362095e2a1d29c70')
('1.8.4', 'pdfbox/src/main/java/org/apache/pdfbox/pdmodel/PDResources.java', 'PDFBOX-1892', '523df85d9f303297e5e57cae362095e2a1d29c70')
('1.8.4', 'preflight/src/main/java/org/apache/pdfbox/preflight/process/reflect/ResourcesValidationProcess.java', 'PDFBOX-1892', '523df85d9f303297e5e57cae362095e2a1d29c70')
('1.8.3', 'pdfbox/src/main/java/org/apache/pdfbox/pdmodel/graphics/xobject/PDXObjectForm.java', 'PDFBOX-1892', '523df85d9f303297e5e57cae362095e2a1d29c70')
('1.8.3', 'pdfbox/src/main/java/org/apache/pdfbox/pdmodel/PDResources.java', 'PDFBOX-1892', '523df85d9f303297e5e57cae362095e2a1d29c70')
('1.8.3', 'preflight/src/main/java/org/apache/pdfbox/preflight/process/reflect/ResourcesValidationProcess.java', 'PDFBOX-1892', '523df85d9f303297e5e57cae362095e2a1d29c70')
('1.8.5', 'pdfbox/src/main/java/org/apache/pdfbox/pdmodel/encryption/SecurityHandler.java', 'PDFBOX-1895', '772e3946caee5e1fef173ab050e311822177da2c')
('1.8.4', 'pdfbox/src/main/java/org/apache/pdfbox/pdmodel/encryption/SecurityHandler.java', 'PDFBOX-1895', '772e3946caee5e1fef173ab050e311822177da2c')
('1.8.3', 'pdfbox/src/main/java/org/apache/pdfbox/pdmodel/encryption/SecurityHandler.java', 'PDFBOX-1895', '772e3946caee5e1fef173ab050e311822177da2c')
('1.7.1', 'pdfbox/src/main/java/org/apache/pdfbox/pdmodel/graphics/xobject/PDPixelMap.java', 'PDFBOX-1411', 'b5c7ddb3e9e7b831b59eda1229096100a0d5e044')
('1.7.0', 'pdfbox/src/main/java/org/apache/pdfbox/pdmodel/graphics/xobject/PDPixelMap.java', 'PDFBOX-1411', 'b5c7ddb3e9e7b831b59eda1229096100a0d5e044')
('1.8.9', 'pdfbox/src/main/java/org/apache/pdfbox/pdmodel/interactive/documentnavigation/destination/PDPageXYZDestination.java', 'PDFBOX-2745', '5a08cdbaf6447ecf1fd170e97f36fbd9ba766ff9')
