('4.0.6RC1', 'openmeetings-core/src/main/java/org/apache/openmeetings/core/remote/KurentoHandler.java', 'OPENMEETINGS-1962', 'f2d91360b0dbaf1480126c98893c6fe7a96d1c48')
('3.1.3RC1', 'openmeetings-core/src/main/java/org/apache/openmeetings/core/data/record/listener/StreamListener.java', 'OPENMEETINGS-1547', '385be749867c7e30674c94859bdd1bd468987bc6')
('3.1.3RC1', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/admin/backup/BackupPanel.java', 'OPENMEETINGS-1547', '385be749867c7e30674c94859bdd1bd468987bc6')
('3.1.2', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/user/InviteUserMessageDialog.java', 'OPENMEETINGS-1547', '385be749867c7e30674c94859bdd1bd468987bc6')
('3.1.2', 'openmeetings-core/src/main/java/org/apache/openmeetings/core/data/record/listener/StreamListener.java', 'OPENMEETINGS-1547', '385be749867c7e30674c94859bdd1bd468987bc6')
('3.1.2', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/admin/backup/BackupPanel.java', 'OPENMEETINGS-1547', '385be749867c7e30674c94859bdd1bd468987bc6')
('3.1.5RC1', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/room/sidebar/RoomSidebar.java', 'OPENMEETINGS-1548', 'd331d2249237911b5fbf248e8056be5c9315228a')
('3.1.5RC1', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/user/chat/ChatPanel.java', 'OPENMEETINGS-1548', 'd331d2249237911b5fbf248e8056be5c9315228a')
('3.1.5RC1', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/common/MainPanel.java', 'OPENMEETINGS-1548', '2031d540ffa80ddfac20968d39c769dfd8331a1d')
('3.1.5RC1', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/user/ChatPanel.java', 'OPENMEETINGS-1548', '2031d540ffa80ddfac20968d39c769dfd8331a1d')
('3.1.5RC1', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/room/sidebar/UploadDialog.java', 'OPENMEETINGS-1548', '2031d540ffa80ddfac20968d39c769dfd8331a1d')
('3.1.5RC1', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/util/BootstrapFileUploadBehavior.java', 'OPENMEETINGS-1548', '2031d540ffa80ddfac20968d39c769dfd8331a1d')
('3.1.5RC1', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/common/UploadableImagePanel.java', 'OPENMEETINGS-1548', '2031d540ffa80ddfac20968d39c769dfd8331a1d')
('3.1.5RC1', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/user/ChatToolbar.java', 'OPENMEETINGS-1548', '2031d540ffa80ddfac20968d39c769dfd8331a1d')
('3.1.5RC1', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/admin/labels/LangPanel.java', 'OPENMEETINGS-1548', '2031d540ffa80ddfac20968d39c769dfd8331a1d')
('3.1.5RC1', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/room/RoomPanel.java', 'OPENMEETINGS-1548', '2031d540ffa80ddfac20968d39c769dfd8331a1d')
('3.1.5RC1', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/admin/backup/BackupPanel.java', 'OPENMEETINGS-1548', '2031d540ffa80ddfac20968d39c769dfd8331a1d')
('3.1.4RC1', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/common/MainPanel.java', 'OPENMEETINGS-1548', '2031d540ffa80ddfac20968d39c769dfd8331a1d')
('3.1.4RC1', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/user/ChatPanel.java', 'OPENMEETINGS-1548', '2031d540ffa80ddfac20968d39c769dfd8331a1d')
('3.1.4RC1', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/util/BootstrapFileUploadBehavior.java', 'OPENMEETINGS-1548', '2031d540ffa80ddfac20968d39c769dfd8331a1d')
('3.1.4RC1', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/common/UploadableImagePanel.java', 'OPENMEETINGS-1548', '2031d540ffa80ddfac20968d39c769dfd8331a1d')
('3.1.4RC1', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/user/ChatToolbar.java', 'OPENMEETINGS-1548', '2031d540ffa80ddfac20968d39c769dfd8331a1d')
('3.1.4RC1', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/admin/labels/LangPanel.java', 'OPENMEETINGS-1548', '2031d540ffa80ddfac20968d39c769dfd8331a1d')
('3.1.4RC1', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/admin/backup/BackupPanel.java', 'OPENMEETINGS-1548', '2031d540ffa80ddfac20968d39c769dfd8331a1d')
('3.1.3RC1', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/util/BootstrapFileUploadBehavior.java', 'OPENMEETINGS-1548', '2031d540ffa80ddfac20968d39c769dfd8331a1d')
('3.1.3RC1', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/user/ChatToolbar.java', 'OPENMEETINGS-1548', '2031d540ffa80ddfac20968d39c769dfd8331a1d')
('3.1.3RC1', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/admin/labels/LangPanel.java', 'OPENMEETINGS-1548', '2031d540ffa80ddfac20968d39c769dfd8331a1d')
('3.1.3RC1', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/admin/backup/BackupPanel.java', 'OPENMEETINGS-1548', '2031d540ffa80ddfac20968d39c769dfd8331a1d')
('3.1.2', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/user/ChatToolbar.java', 'OPENMEETINGS-1548', '2031d540ffa80ddfac20968d39c769dfd8331a1d')
('3.1.2', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/admin/backup/BackupPanel.java', 'OPENMEETINGS-1548', '2031d540ffa80ddfac20968d39c769dfd8331a1d')
('4.0.0RC1', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/room/wb/WbPanel.java', 'OPENMEETINGS-1772', 'cff9ca0cf063909afa275b314d63029c4d2d9d77')
('4.0.0RC1', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/room/wb/WbAction.java', 'OPENMEETINGS-1772', 'cff9ca0cf063909afa275b314d63029c4d2d9d77')
('4.0.10', 'openmeetings-install/src/main/java/org/apache/openmeetings/backup/BackupImport.java', 'OPENMEETINGS-1773', 'ad8a59d7ba992204453bbfc4c4adfbd88f379543')
('4.0.10', 'openmeetings-install/src/main/java/org/apache/openmeetings/backup/converter/WbConverter.java', 'OPENMEETINGS-1773', 'f7cad78647f9900baba39912c233798083217700')
('4.0.10', 'openmeetings-install/src/main/java/org/apache/openmeetings/backup/BackupImport.java', 'OPENMEETINGS-1773', '949269da1f92c14b3e6a0579130434fdaf790cef')
('4.0.0RC1', 'openmeetings-install/src/main/java/org/apache/openmeetings/backup/BackupImport.java', 'OPENMEETINGS-1773', '8c3ea9d79364e739e28cf30f99bb35e6ac5cc870')
('3.1.4RC1', 'openmeetings-install/src/main/java/org/apache/openmeetings/backup/BackupImport.java', 'OPENMEETINGS-1532', '1a4b4f34ba119d969485d06b4dc83c70dcaecbe7')
('4.0.10', 'openmeetings-db/src/main/java/org/apache/openmeetings/db/dao/basic/ChatDao.java', 'OPENMEETINGS-1775', '3b274b6fa89f2f50f4ab8d337389c7e2b6c5a521')
('4.0.10', 'openmeetings-install/src/main/java/org/apache/openmeetings/backup/BackupImport.java', 'OPENMEETINGS-1775', '3b274b6fa89f2f50f4ab8d337389c7e2b6c5a521')
('3.1.4RC1', 'openmeetings-db/src/main/java/org/apache/openmeetings/db/dto/calendar/MeetingMemberDTO.java', 'OPENMEETINGS-1533', '809635129be459c2f48352f0129aaa5f8c7398bf')
('3.1.3RC1', 'openmeetings-db/src/main/java/org/apache/openmeetings/db/dto/calendar/MeetingMemberDTO.java', 'OPENMEETINGS-1533', '809635129be459c2f48352f0129aaa5f8c7398bf')
('3.1.2', 'openmeetings-db/src/main/java/org/apache/openmeetings/db/dto/calendar/MeetingMemberDTO.java', 'OPENMEETINGS-1533', '809635129be459c2f48352f0129aaa5f8c7398bf')
('3.1.1RC1', 'openmeetings-db/src/main/java/org/apache/openmeetings/db/dto/calendar/MeetingMemberDTO.java', 'OPENMEETINGS-1533', '809635129be459c2f48352f0129aaa5f8c7398bf')
('3.1.0RC1', 'openmeetings-db/src/main/java/org/apache/openmeetings/db/dto/calendar/MeetingMemberDTO.java', 'OPENMEETINGS-1533', '809635129be459c2f48352f0129aaa5f8c7398bf')
('3.1.4RC1', 'openmeetings-webservice/src/main/java/org/apache/openmeetings/webservice/util/AppointmentParamConverter.java', 'OPENMEETINGS-1533', 'd73089288b5bd77edb178d69ef59668d361af1f6')
('3.1.4RC1', 'openmeetings-db/src/main/java/org/apache/openmeetings/db/dto/user/UserDTO.java', 'OPENMEETINGS-1533', 'd73089288b5bd77edb178d69ef59668d361af1f6')
('3.1.4RC1', 'openmeetings-db/src/main/java/org/apache/openmeetings/db/dto/calendar/MeetingMemberDTO.java', 'OPENMEETINGS-1533', 'd73089288b5bd77edb178d69ef59668d361af1f6')
('3.1.4RC1', 'openmeetings-webservice/src/main/java/org/apache/openmeetings/webservice/CalendarWebService.java', 'OPENMEETINGS-1533', 'd73089288b5bd77edb178d69ef59668d361af1f6')
('3.1.4RC1', 'openmeetings-db/src/main/java/org/apache/openmeetings/db/dto/room/RoomDTO.java', 'OPENMEETINGS-1533', 'd73089288b5bd77edb178d69ef59668d361af1f6')
('3.1.3RC1', 'openmeetings-db/src/main/java/org/apache/openmeetings/db/dto/user/UserDTO.java', 'OPENMEETINGS-1533', 'd73089288b5bd77edb178d69ef59668d361af1f6')
('3.1.3RC1', 'openmeetings-db/src/main/java/org/apache/openmeetings/db/dto/calendar/MeetingMemberDTO.java', 'OPENMEETINGS-1533', 'd73089288b5bd77edb178d69ef59668d361af1f6')
('3.1.3RC1', 'openmeetings-webservice/src/main/java/org/apache/openmeetings/webservice/CalendarWebService.java', 'OPENMEETINGS-1533', 'd73089288b5bd77edb178d69ef59668d361af1f6')
('3.1.3RC1', 'openmeetings-db/src/main/java/org/apache/openmeetings/db/dto/room/RoomDTO.java', 'OPENMEETINGS-1533', 'd73089288b5bd77edb178d69ef59668d361af1f6')
('3.1.2', 'openmeetings-db/src/main/java/org/apache/openmeetings/db/dto/user/UserDTO.java', 'OPENMEETINGS-1533', 'd73089288b5bd77edb178d69ef59668d361af1f6')
('3.1.2', 'openmeetings-db/src/main/java/org/apache/openmeetings/db/dto/calendar/MeetingMemberDTO.java', 'OPENMEETINGS-1533', 'd73089288b5bd77edb178d69ef59668d361af1f6')
('3.1.2', 'openmeetings-webservice/src/main/java/org/apache/openmeetings/webservice/CalendarWebService.java', 'OPENMEETINGS-1533', 'd73089288b5bd77edb178d69ef59668d361af1f6')
('3.1.2', 'openmeetings-db/src/main/java/org/apache/openmeetings/db/dto/room/RoomDTO.java', 'OPENMEETINGS-1533', 'd73089288b5bd77edb178d69ef59668d361af1f6')
('3.1.1RC1', 'openmeetings-db/src/main/java/org/apache/openmeetings/db/dto/calendar/MeetingMemberDTO.java', 'OPENMEETINGS-1533', 'd73089288b5bd77edb178d69ef59668d361af1f6')
('3.1.1RC1', 'openmeetings-db/src/main/java/org/apache/openmeetings/db/dto/room/RoomDTO.java', 'OPENMEETINGS-1533', 'd73089288b5bd77edb178d69ef59668d361af1f6')
('3.1.0RC1', 'openmeetings-db/src/main/java/org/apache/openmeetings/db/dto/calendar/MeetingMemberDTO.java', 'OPENMEETINGS-1533', 'd73089288b5bd77edb178d69ef59668d361af1f6')
('3.1.0RC1', 'openmeetings-db/src/main/java/org/apache/openmeetings/db/dto/room/RoomDTO.java', 'OPENMEETINGS-1533', 'd73089288b5bd77edb178d69ef59668d361af1f6')
('3.1.4RC1', 'openmeetings-db/src/main/java/org/apache/openmeetings/db/dto/calendar/AppointmentDTO.java', 'OPENMEETINGS-1533', 'a397fda22d3892d1ee745d2f2f096c23972b1809')
('3.1.4RC1', 'openmeetings-webservice/src/main/java/org/apache/openmeetings/webservice/CalendarWebService.java', 'OPENMEETINGS-1533', 'a397fda22d3892d1ee745d2f2f096c23972b1809')
('3.1.3RC1', 'openmeetings-db/src/main/java/org/apache/openmeetings/db/dto/calendar/AppointmentDTO.java', 'OPENMEETINGS-1533', 'a397fda22d3892d1ee745d2f2f096c23972b1809')
('3.1.3RC1', 'openmeetings-webservice/src/main/java/org/apache/openmeetings/webservice/CalendarWebService.java', 'OPENMEETINGS-1533', 'a397fda22d3892d1ee745d2f2f096c23972b1809')
('3.1.2', 'openmeetings-db/src/main/java/org/apache/openmeetings/db/dto/calendar/AppointmentDTO.java', 'OPENMEETINGS-1533', 'a397fda22d3892d1ee745d2f2f096c23972b1809')
('3.1.2', 'openmeetings-webservice/src/main/java/org/apache/openmeetings/webservice/CalendarWebService.java', 'OPENMEETINGS-1533', 'a397fda22d3892d1ee745d2f2f096c23972b1809')
('3.1.1RC1', 'openmeetings-db/src/main/java/org/apache/openmeetings/db/dto/calendar/AppointmentDTO.java', 'OPENMEETINGS-1533', 'a397fda22d3892d1ee745d2f2f096c23972b1809')
('3.1.0RC1', 'openmeetings-db/src/main/java/org/apache/openmeetings/db/dto/calendar/AppointmentDTO.java', 'OPENMEETINGS-1533', 'a397fda22d3892d1ee745d2f2f096c23972b1809')
('3.1.4RC1', 'openmeetings-webservice/src/main/java/org/apache/openmeetings/webservice/util/AppointmentParamConverter.java', 'OPENMEETINGS-1533', '7ec135dd631def0038e55ab89f92ac5512ce2e2b')
('3.1.4RC1', 'openmeetings-db/src/main/java/org/apache/openmeetings/db/dto/user/UserDTO.java', 'OPENMEETINGS-1533', '7ec135dd631def0038e55ab89f92ac5512ce2e2b')
('3.1.4RC1', 'openmeetings-db/src/main/java/org/apache/openmeetings/db/dto/calendar/MeetingMemberDTO.java', 'OPENMEETINGS-1533', '7ec135dd631def0038e55ab89f92ac5512ce2e2b')
('3.1.4RC1', 'openmeetings-webservice/src/main/java/org/apache/openmeetings/webservice/util/DateParamConverter.java', 'OPENMEETINGS-1533', '7ec135dd631def0038e55ab89f92ac5512ce2e2b')
('3.1.4RC1', 'openmeetings-db/src/main/java/org/apache/openmeetings/db/dto/room/RoomDTO.java', 'OPENMEETINGS-1533', '7ec135dd631def0038e55ab89f92ac5512ce2e2b')
('3.1.4RC1', 'openmeetings-webservice/src/main/java/org/apache/openmeetings/webservice/util/OmParamConverterProvider.java', 'OPENMEETINGS-1533', '7ec135dd631def0038e55ab89f92ac5512ce2e2b')
('3.1.4RC1', 'openmeetings-db/src/main/java/org/apache/openmeetings/db/dto/calendar/AppointmentDTO.java', 'OPENMEETINGS-1533', '7ec135dd631def0038e55ab89f92ac5512ce2e2b')
('3.1.4RC1', 'openmeetings-webservice/src/main/java/org/apache/openmeetings/webservice/util/CalendarParamConverter.java', 'OPENMEETINGS-1533', '7ec135dd631def0038e55ab89f92ac5512ce2e2b')
('3.1.3RC1', 'openmeetings-db/src/main/java/org/apache/openmeetings/db/dto/user/UserDTO.java', 'OPENMEETINGS-1533', '7ec135dd631def0038e55ab89f92ac5512ce2e2b')
('3.1.3RC1', 'openmeetings-db/src/main/java/org/apache/openmeetings/db/dto/calendar/MeetingMemberDTO.java', 'OPENMEETINGS-1533', '7ec135dd631def0038e55ab89f92ac5512ce2e2b')
('3.1.3RC1', 'openmeetings-db/src/main/java/org/apache/openmeetings/db/dto/room/RoomDTO.java', 'OPENMEETINGS-1533', '7ec135dd631def0038e55ab89f92ac5512ce2e2b')
('3.1.3RC1', 'openmeetings-db/src/main/java/org/apache/openmeetings/db/dto/calendar/AppointmentDTO.java', 'OPENMEETINGS-1533', '7ec135dd631def0038e55ab89f92ac5512ce2e2b')
('3.1.2', 'openmeetings-db/src/main/java/org/apache/openmeetings/db/dto/user/UserDTO.java', 'OPENMEETINGS-1533', '7ec135dd631def0038e55ab89f92ac5512ce2e2b')
('3.1.2', 'openmeetings-db/src/main/java/org/apache/openmeetings/db/dto/calendar/MeetingMemberDTO.java', 'OPENMEETINGS-1533', '7ec135dd631def0038e55ab89f92ac5512ce2e2b')
('3.1.2', 'openmeetings-db/src/main/java/org/apache/openmeetings/db/dto/room/RoomDTO.java', 'OPENMEETINGS-1533', '7ec135dd631def0038e55ab89f92ac5512ce2e2b')
('3.1.2', 'openmeetings-db/src/main/java/org/apache/openmeetings/db/dto/calendar/AppointmentDTO.java', 'OPENMEETINGS-1533', '7ec135dd631def0038e55ab89f92ac5512ce2e2b')
('3.1.1RC1', 'openmeetings-db/src/main/java/org/apache/openmeetings/db/dto/calendar/MeetingMemberDTO.java', 'OPENMEETINGS-1533', '7ec135dd631def0038e55ab89f92ac5512ce2e2b')
('3.1.1RC1', 'openmeetings-db/src/main/java/org/apache/openmeetings/db/dto/room/RoomDTO.java', 'OPENMEETINGS-1533', '7ec135dd631def0038e55ab89f92ac5512ce2e2b')
('3.1.1RC1', 'openmeetings-db/src/main/java/org/apache/openmeetings/db/dto/calendar/AppointmentDTO.java', 'OPENMEETINGS-1533', '7ec135dd631def0038e55ab89f92ac5512ce2e2b')
('3.1.0RC1', 'openmeetings-db/src/main/java/org/apache/openmeetings/db/dto/calendar/MeetingMemberDTO.java', 'OPENMEETINGS-1533', '7ec135dd631def0038e55ab89f92ac5512ce2e2b')
('3.1.0RC1', 'openmeetings-db/src/main/java/org/apache/openmeetings/db/dto/room/RoomDTO.java', 'OPENMEETINGS-1533', '7ec135dd631def0038e55ab89f92ac5512ce2e2b')
('3.1.0RC1', 'openmeetings-db/src/main/java/org/apache/openmeetings/db/dto/calendar/AppointmentDTO.java', 'OPENMEETINGS-1533', '7ec135dd631def0038e55ab89f92ac5512ce2e2b')
('3.1.4RC1', 'openmeetings-util/src/main/java/org/apache/openmeetings/util/CalendarPatterns.java', 'OPENMEETINGS-1533', 'ea11de1fcd42f7e47845a2fa043bf59dde74cce9')
('3.1.4RC1', 'openmeetings-db/src/main/java/org/apache/openmeetings/db/dto/user/UserDTO.java', 'OPENMEETINGS-1533', 'ea11de1fcd42f7e47845a2fa043bf59dde74cce9')
('3.1.4RC1', 'openmeetings-db/src/main/java/org/apache/openmeetings/db/dto/calendar/AppointmentDTO.java', 'OPENMEETINGS-1533', 'ea11de1fcd42f7e47845a2fa043bf59dde74cce9')
('3.1.4RC1', 'openmeetings-db/src/main/java/org/apache/openmeetings/db/dto/calendar/MeetingMemberDTO.java', 'OPENMEETINGS-1533', 'ea11de1fcd42f7e47845a2fa043bf59dde74cce9')
('3.1.4RC1', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/app/WebSession.java', 'OPENMEETINGS-1533', 'ea11de1fcd42f7e47845a2fa043bf59dde74cce9')
('3.1.4RC1', 'openmeetings-webservice/src/main/java/org/apache/openmeetings/webservice/CalendarWebService.java', 'OPENMEETINGS-1533', 'ea11de1fcd42f7e47845a2fa043bf59dde74cce9')
('3.1.4RC1', 'openmeetings-db/src/main/java/org/apache/openmeetings/db/dto/room/RoomDTO.java', 'OPENMEETINGS-1533', 'ea11de1fcd42f7e47845a2fa043bf59dde74cce9')
('3.1.3RC1', 'openmeetings-db/src/main/java/org/apache/openmeetings/db/dto/user/UserDTO.java', 'OPENMEETINGS-1533', 'ea11de1fcd42f7e47845a2fa043bf59dde74cce9')
('3.1.3RC1', 'openmeetings-db/src/main/java/org/apache/openmeetings/db/dto/calendar/AppointmentDTO.java', 'OPENMEETINGS-1533', 'ea11de1fcd42f7e47845a2fa043bf59dde74cce9')
('3.1.3RC1', 'openmeetings-db/src/main/java/org/apache/openmeetings/db/dto/calendar/MeetingMemberDTO.java', 'OPENMEETINGS-1533', 'ea11de1fcd42f7e47845a2fa043bf59dde74cce9')
('3.1.3RC1', 'openmeetings-webservice/src/main/java/org/apache/openmeetings/webservice/CalendarWebService.java', 'OPENMEETINGS-1533', 'ea11de1fcd42f7e47845a2fa043bf59dde74cce9')
('3.1.3RC1', 'openmeetings-db/src/main/java/org/apache/openmeetings/db/dto/room/RoomDTO.java', 'OPENMEETINGS-1533', 'ea11de1fcd42f7e47845a2fa043bf59dde74cce9')
('3.1.2', 'openmeetings-db/src/main/java/org/apache/openmeetings/db/dto/user/UserDTO.java', 'OPENMEETINGS-1533', 'ea11de1fcd42f7e47845a2fa043bf59dde74cce9')
('3.1.2', 'openmeetings-db/src/main/java/org/apache/openmeetings/db/dto/calendar/AppointmentDTO.java', 'OPENMEETINGS-1533', 'ea11de1fcd42f7e47845a2fa043bf59dde74cce9')
('3.1.2', 'openmeetings-db/src/main/java/org/apache/openmeetings/db/dto/calendar/MeetingMemberDTO.java', 'OPENMEETINGS-1533', 'ea11de1fcd42f7e47845a2fa043bf59dde74cce9')
('3.1.2', 'openmeetings-webservice/src/main/java/org/apache/openmeetings/webservice/CalendarWebService.java', 'OPENMEETINGS-1533', 'ea11de1fcd42f7e47845a2fa043bf59dde74cce9')
('3.1.2', 'openmeetings-db/src/main/java/org/apache/openmeetings/db/dto/room/RoomDTO.java', 'OPENMEETINGS-1533', 'ea11de1fcd42f7e47845a2fa043bf59dde74cce9')
('3.1.1RC1', 'openmeetings-db/src/main/java/org/apache/openmeetings/db/dto/calendar/AppointmentDTO.java', 'OPENMEETINGS-1533', 'ea11de1fcd42f7e47845a2fa043bf59dde74cce9')
('3.1.1RC1', 'openmeetings-db/src/main/java/org/apache/openmeetings/db/dto/calendar/MeetingMemberDTO.java', 'OPENMEETINGS-1533', 'ea11de1fcd42f7e47845a2fa043bf59dde74cce9')
('3.1.1RC1', 'openmeetings-db/src/main/java/org/apache/openmeetings/db/dto/room/RoomDTO.java', 'OPENMEETINGS-1533', 'ea11de1fcd42f7e47845a2fa043bf59dde74cce9')
('3.1.0RC1', 'openmeetings-db/src/main/java/org/apache/openmeetings/db/dto/calendar/AppointmentDTO.java', 'OPENMEETINGS-1533', 'ea11de1fcd42f7e47845a2fa043bf59dde74cce9')
('3.1.0RC1', 'openmeetings-db/src/main/java/org/apache/openmeetings/db/dto/calendar/MeetingMemberDTO.java', 'OPENMEETINGS-1533', 'ea11de1fcd42f7e47845a2fa043bf59dde74cce9')
('3.1.0RC1', 'openmeetings-db/src/main/java/org/apache/openmeetings/db/dto/room/RoomDTO.java', 'OPENMEETINGS-1533', 'ea11de1fcd42f7e47845a2fa043bf59dde74cce9')
('4.0.0RC1', 'openmeetings-core/src/main/java/org/apache/openmeetings/core/data/file/FileProcessor.java', 'OPENMEETINGS-1770', 'b5ee48604fdfc6dd8a01c19508951565c9b1ad51')
('4.0.0RC1', 'openmeetings-util/src/main/java/org/apache/openmeetings/util/StoredFile.java', 'OPENMEETINGS-1770', 'b5ee48604fdfc6dd8a01c19508951565c9b1ad51')
('3.1.4RC1', 'openmeetings-webservice/src/main/java/org/apache/openmeetings/webservice/CalendarWebService.java', 'OPENMEETINGS-1539', 'd2e7f5f287fba851443c7a7904def94e73cb4194')
('3.1.3RC1', 'openmeetings-webservice/src/main/java/org/apache/openmeetings/webservice/CalendarWebService.java', 'OPENMEETINGS-1539', 'd2e7f5f287fba851443c7a7904def94e73cb4194')
('3.1.2', 'openmeetings-webservice/src/main/java/org/apache/openmeetings/webservice/CalendarWebService.java', 'OPENMEETINGS-1539', 'd2e7f5f287fba851443c7a7904def94e73cb4194')
('4.0.10', 'openmeetings-db/src/main/java/org/apache/openmeetings/db/dao/file/BaseFileItemDao.java', 'OPENMEETINGS-1776', 'c55bd6c52265e82cd643713dda9fcae9c76c1c11')
('4.0.10', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/room/wb/WbPanel.java', 'OPENMEETINGS-1776', 'c55bd6c52265e82cd643713dda9fcae9c76c1c11')
('4.0.10', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/room/wb/WbWebSocketHelper.java', 'OPENMEETINGS-1776', 'c55bd6c52265e82cd643713dda9fcae9c76c1c11')
('4.0.10', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/room/RoomResourceReference.java', 'OPENMEETINGS-1776', 'c55bd6c52265e82cd643713dda9fcae9c76c1c11')
('3.1.4RC1', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/common/ConfirmableAjaxBorder.java', 'OPENMEETINGS-1534', 'e43201c839367d39f57f15f00d53f44dbe7e4200')
('3.1.4RC1', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/user/record/RecordingsPanel.java', 'OPENMEETINGS-1534', 'e43201c839367d39f57f15f00d53f44dbe7e4200')
('3.1.4RC1', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/common/MainPanel.java', 'OPENMEETINGS-1534', 'e43201c839367d39f57f15f00d53f44dbe7e4200')
('3.1.4RC1', 'openmeetings-util/src/main/java/org/apache/openmeetings/util/StoredFile.java', 'OPENMEETINGS-1534', 'e43201c839367d39f57f15f00d53f44dbe7e4200')
('3.1.4RC1', 'openmeetings-core/src/main/java/org/apache/openmeetings/core/converter/BaseConverter.java', 'OPENMEETINGS-1534', 'e43201c839367d39f57f15f00d53f44dbe7e4200')
('3.1.4RC1', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/room/sidebar/RoomFilePanel.java', 'OPENMEETINGS-1534', 'e43201c839367d39f57f15f00d53f44dbe7e4200')
('3.1.4RC1', 'openmeetings-core/src/main/java/org/apache/openmeetings/core/converter/FlvExplorerConverter.java', 'OPENMEETINGS-1534', 'e43201c839367d39f57f15f00d53f44dbe7e4200')
('3.1.4RC1', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/room/sidebar/RoomSidebar.java', 'OPENMEETINGS-1534', 'e43201c839367d39f57f15f00d53f44dbe7e4200')
('3.1.4RC1', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/app/Application.java', 'OPENMEETINGS-1534', 'e43201c839367d39f57f15f00d53f44dbe7e4200')
('3.1.4RC1', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/common/tree/FileTreePanel.java', 'OPENMEETINGS-1534', 'e43201c839367d39f57f15f00d53f44dbe7e4200')
('3.1.3RC1', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/common/ConfirmableAjaxBorder.java', 'OPENMEETINGS-1534', 'e43201c839367d39f57f15f00d53f44dbe7e4200')
('3.1.3RC1', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/user/record/RecordingsPanel.java', 'OPENMEETINGS-1534', 'e43201c839367d39f57f15f00d53f44dbe7e4200')
('3.1.3RC1', 'openmeetings-util/src/main/java/org/apache/openmeetings/util/StoredFile.java', 'OPENMEETINGS-1534', 'e43201c839367d39f57f15f00d53f44dbe7e4200')
('3.1.2', 'openmeetings-util/src/main/java/org/apache/openmeetings/util/StoredFile.java', 'OPENMEETINGS-1534', 'e43201c839367d39f57f15f00d53f44dbe7e4200')
('3.1.1RC1', 'openmeetings-util/src/main/java/org/apache/openmeetings/util/StoredFile.java', 'OPENMEETINGS-1534', 'e43201c839367d39f57f15f00d53f44dbe7e4200')
('3.1.0RC1', 'openmeetings-util/src/main/java/org/apache/openmeetings/util/StoredFile.java', 'OPENMEETINGS-1534', 'e43201c839367d39f57f15f00d53f44dbe7e4200')
('3.1.4RC1', 'openmeetings-db/src/main/java/org/apache/openmeetings/db/dto/calendar/AppointmentDTO.java', 'OPENMEETINGS-1535', 'de88a32cea33fa7428db8ede7d39c736b417110d')
('3.1.4RC1', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/app/WebSession.java', 'OPENMEETINGS-1535', 'de88a32cea33fa7428db8ede7d39c736b417110d')
('3.1.4RC1', 'openmeetings-util/src/main/java/org/apache/openmeetings/util/CalendarPatterns.java', 'OPENMEETINGS-1535', 'de88a32cea33fa7428db8ede7d39c736b417110d')
('3.1.3RC1', 'openmeetings-db/src/main/java/org/apache/openmeetings/db/dto/calendar/AppointmentDTO.java', 'OPENMEETINGS-1535', 'de88a32cea33fa7428db8ede7d39c736b417110d')
