('karaf-4.2.2', 'shell/ssh/src/main/java/org/apache/karaf/shell/ssh/ShellFactoryImpl.java', 'KARAF-6112', '9551dc2842f2467b965a6710a0c1ae223b3ccad3')
('karaf-4.0.10', 'tooling/karaf-maven-plugin/src/main/java/org/apache/karaf/tooling/features/AddToRepositoryMojo.java', 'KARAF-6232', 'b373b052354d23d5682cd0087699e5145163bb48')
('karaf-4.1.2', 'tooling/karaf-maven-plugin/src/main/java/org/apache/karaf/tooling/features/AddToRepositoryMojo.java', 'KARAF-6232', 'b373b052354d23d5682cd0087699e5145163bb48')
('karaf-4.0.9', 'tooling/karaf-maven-plugin/src/main/java/org/apache/karaf/tooling/features/AddToRepositoryMojo.java', 'KARAF-6232', 'b373b052354d23d5682cd0087699e5145163bb48')
('karaf-4.1.1', 'tooling/karaf-maven-plugin/src/main/java/org/apache/karaf/tooling/features/AddToRepositoryMojo.java', 'KARAF-6232', 'b373b052354d23d5682cd0087699e5145163bb48')
('karaf-4.1.0', 'tooling/karaf-maven-plugin/src/main/java/org/apache/karaf/tooling/features/AddToRepositoryMojo.java', 'KARAF-6232', 'b373b052354d23d5682cd0087699e5145163bb48')
('karaf-4.0.8', 'tooling/karaf-maven-plugin/src/main/java/org/apache/karaf/tooling/features/AddToRepositoryMojo.java', 'KARAF-6232', 'b373b052354d23d5682cd0087699e5145163bb48')
('karaf-4.0.7', 'tooling/karaf-maven-plugin/src/main/java/org/apache/karaf/tooling/features/AddToRepositoryMojo.java', 'KARAF-6232', 'b373b052354d23d5682cd0087699e5145163bb48')
('karaf-4.0.6', 'tooling/karaf-maven-plugin/src/main/java/org/apache/karaf/tooling/features/AddToRepositoryMojo.java', 'KARAF-6232', 'b373b052354d23d5682cd0087699e5145163bb48')
('karaf-4.0.5', 'tooling/karaf-maven-plugin/src/main/java/org/apache/karaf/tooling/features/AddToRepositoryMojo.java', 'KARAF-6232', 'b373b052354d23d5682cd0087699e5145163bb48')
('karaf-4.2.4', 'maven/core/src/main/java/org/apache/karaf/maven/command/MavenConfigurationSupport.java', 'KARAF-6235', 'd3e89e4e95f5fa57eaf5be6ae9082dea5df1c107')
('karaf-4.2.4', 'scheduler/src/main/java/org/apache/karaf/scheduler/core/QuartzScheduler.java', 'KARAF-6237', 'aae23a9deb7fe6137290d29147f9e71e83dd0a51')
('karaf-4.2.3', 'scheduler/src/main/java/org/apache/karaf/scheduler/core/QuartzScheduler.java', 'KARAF-6237', 'aae23a9deb7fe6137290d29147f9e71e83dd0a51')
('karaf-4.2.4', 'profile/src/main/java/org/apache/karaf/profile/assembly/Builder.java', 'KARAF-6238', '24eb7a7b0992fd9e0570e4621fdd27572e3b0114')
('karaf-4.2.4', 'features/core/src/main/java/org/apache/karaf/features/internal/service/Deployer.java', 'KARAF-6239', '80ed427f0429ac8bf92229ea62c26e57ca4537a1')
('karaf-4.2.3', 'features/core/src/main/java/org/apache/karaf/features/internal/service/Deployer.java', 'KARAF-6239', '80ed427f0429ac8bf92229ea62c26e57ca4537a1')
('karaf-4.2.2', 'features/core/src/main/java/org/apache/karaf/features/internal/service/Deployer.java', 'KARAF-6239', '80ed427f0429ac8bf92229ea62c26e57ca4537a1')
('karaf-4.2.1', 'features/core/src/main/java/org/apache/karaf/features/internal/service/Deployer.java', 'KARAF-6239', '80ed427f0429ac8bf92229ea62c26e57ca4537a1')
('karaf-4.1.2', 'features/core/src/main/java/org/apache/karaf/features/internal/service/FeaturesServiceImpl.java', 'KARAF-5377', '83727d913c4feb4a481d56baf60be487ae9491e1')
('karaf-4.1.2', 'features/core/src/main/java/org/apache/karaf/features/internal/service/FeaturesServiceConfig.java', 'KARAF-5375', 'b4875d651db6411c7787bd0c536c18c74f1d0bee')
('karaf-4.1.2', 'features/core/src/main/java/org/apache/karaf/features/internal/download/DownloadManager.java', 'KARAF-5375', 'b4875d651db6411c7787bd0c536c18c74f1d0bee')
('karaf-4.1.2', 'features/core/src/main/java/org/apache/karaf/features/internal/service/FeaturesServiceImpl.java', 'KARAF-5375', 'b4875d651db6411c7787bd0c536c18c74f1d0bee')
('karaf-4.1.2', 'features/core/src/main/java/org/apache/karaf/features/internal/download/impl/MavenDownloadManager.java', 'KARAF-5375', 'b4875d651db6411c7787bd0c536c18c74f1d0bee')
('karaf-4.0.9', 'features/core/src/main/java/org/apache/karaf/features/internal/download/DownloadManager.java', 'KARAF-5375', 'b4875d651db6411c7787bd0c536c18c74f1d0bee')
('karaf-4.1.1', 'features/core/src/main/java/org/apache/karaf/features/internal/download/DownloadManager.java', 'KARAF-5375', 'b4875d651db6411c7787bd0c536c18c74f1d0bee')
('karaf-4.1.1', 'features/core/src/main/java/org/apache/karaf/features/internal/download/impl/MavenDownloadManager.java', 'KARAF-5375', 'b4875d651db6411c7787bd0c536c18c74f1d0bee')
('karaf-4.1.0', 'features/core/src/main/java/org/apache/karaf/features/internal/download/DownloadManager.java', 'KARAF-5375', 'b4875d651db6411c7787bd0c536c18c74f1d0bee')
('karaf-4.1.0', 'features/core/src/main/java/org/apache/karaf/features/internal/download/impl/MavenDownloadManager.java', 'KARAF-5375', 'b4875d651db6411c7787bd0c536c18c74f1d0bee')
('karaf-4.0.8', 'features/core/src/main/java/org/apache/karaf/features/internal/download/DownloadManager.java', 'KARAF-5375', 'b4875d651db6411c7787bd0c536c18c74f1d0bee')
('karaf-4.0.7', 'features/core/src/main/java/org/apache/karaf/features/internal/download/DownloadManager.java', 'KARAF-5375', 'b4875d651db6411c7787bd0c536c18c74f1d0bee')
('karaf-4.0.6', 'features/core/src/main/java/org/apache/karaf/features/internal/download/DownloadManager.java', 'KARAF-5375', 'b4875d651db6411c7787bd0c536c18c74f1d0bee')
('karaf-4.0.5', 'features/core/src/main/java/org/apache/karaf/features/internal/download/DownloadManager.java', 'KARAF-5375', 'b4875d651db6411c7787bd0c536c18c74f1d0bee')
('karaf-4.0.4', 'features/core/src/main/java/org/apache/karaf/features/internal/download/DownloadManager.java', 'KARAF-5375', 'b4875d651db6411c7787bd0c536c18c74f1d0bee')
('karaf-4.0.3', 'features/core/src/main/java/org/apache/karaf/features/internal/download/DownloadManager.java', 'KARAF-5375', 'b4875d651db6411c7787bd0c536c18c74f1d0bee')
('karaf-4.0.2', 'features/core/src/main/java/org/apache/karaf/features/internal/download/DownloadManager.java', 'KARAF-5375', 'b4875d651db6411c7787bd0c536c18c74f1d0bee')
('karaf-4.0.1', 'features/core/src/main/java/org/apache/karaf/features/internal/download/DownloadManager.java', 'KARAF-5375', 'b4875d651db6411c7787bd0c536c18c74f1d0bee')
('karaf-4.0.0', 'features/core/src/main/java/org/apache/karaf/features/internal/download/DownloadManager.java', 'KARAF-5375', 'b4875d651db6411c7787bd0c536c18c74f1d0bee')
('karaf-4.0.0.M3', 'features/core/src/main/java/org/apache/karaf/features/internal/download/DownloadManager.java', 'KARAF-5375', 'b4875d651db6411c7787bd0c536c18c74f1d0bee')
('karaf-4.0.0.M2', 'features/core/src/main/java/org/apache/karaf/features/internal/download/DownloadManager.java', 'KARAF-5375', 'b4875d651db6411c7787bd0c536c18c74f1d0bee')
('karaf-4.0.0.M1', 'features/core/src/main/java/org/apache/karaf/features/internal/download/DownloadManager.java', 'KARAF-5375', 'b4875d651db6411c7787bd0c536c18c74f1d0bee')
('karaf-4.1.2', 'features/core/src/main/java/org/apache/karaf/features/internal/download/impl/DownloadManagerHelper.java', 'KARAF-5374', '9a84c0a5af12c87154b7c4128676c89b5459bf41')
('karaf-4.0.9', 'features/core/src/main/java/org/apache/karaf/features/internal/download/impl/DownloadManagerHelper.java', 'KARAF-5374', '9a84c0a5af12c87154b7c4128676c89b5459bf41')
('karaf-4.1.1', 'features/core/src/main/java/org/apache/karaf/features/internal/download/impl/DownloadManagerHelper.java', 'KARAF-5374', '9a84c0a5af12c87154b7c4128676c89b5459bf41')
('karaf-4.1.0', 'features/core/src/main/java/org/apache/karaf/features/internal/download/impl/DownloadManagerHelper.java', 'KARAF-5374', '9a84c0a5af12c87154b7c4128676c89b5459bf41')
('karaf-4.0.8', 'features/core/src/main/java/org/apache/karaf/features/internal/download/impl/DownloadManagerHelper.java', 'KARAF-5374', '9a84c0a5af12c87154b7c4128676c89b5459bf41')
('karaf-4.0.7', 'features/core/src/main/java/org/apache/karaf/features/internal/download/impl/DownloadManagerHelper.java', 'KARAF-5374', '9a84c0a5af12c87154b7c4128676c89b5459bf41')
('karaf-4.0.6', 'features/core/src/main/java/org/apache/karaf/features/internal/download/impl/DownloadManagerHelper.java', 'KARAF-5374', '9a84c0a5af12c87154b7c4128676c89b5459bf41')
('karaf-4.0.5', 'features/core/src/main/java/org/apache/karaf/features/internal/download/impl/DownloadManagerHelper.java', 'KARAF-5374', '9a84c0a5af12c87154b7c4128676c89b5459bf41')
('karaf-4.0.4', 'features/core/src/main/java/org/apache/karaf/features/internal/download/impl/DownloadManagerHelper.java', 'KARAF-5374', '9a84c0a5af12c87154b7c4128676c89b5459bf41')
('karaf-4.0.3', 'features/core/src/main/java/org/apache/karaf/features/internal/download/impl/DownloadManagerHelper.java', 'KARAF-5374', '9a84c0a5af12c87154b7c4128676c89b5459bf41')
('karaf-4.0.2', 'features/core/src/main/java/org/apache/karaf/features/internal/download/impl/DownloadManagerHelper.java', 'KARAF-5374', '9a84c0a5af12c87154b7c4128676c89b5459bf41')
('karaf-4.0.1', 'features/core/src/main/java/org/apache/karaf/features/internal/download/impl/DownloadManagerHelper.java', 'KARAF-5374', '9a84c0a5af12c87154b7c4128676c89b5459bf41')
('karaf-4.0.0', 'features/core/src/main/java/org/apache/karaf/features/internal/download/impl/DownloadManagerHelper.java', 'KARAF-5374', '9a84c0a5af12c87154b7c4128676c89b5459bf41')
('karaf-4.0.0.M3', 'features/core/src/main/java/org/apache/karaf/features/internal/download/impl/DownloadManagerHelper.java', 'KARAF-5374', '9a84c0a5af12c87154b7c4128676c89b5459bf41')
('karaf-4.0.0.M2', 'features/core/src/main/java/org/apache/karaf/features/internal/download/impl/DownloadManagerHelper.java', 'KARAF-5374', '9a84c0a5af12c87154b7c4128676c89b5459bf41')
('karaf-2.0.0', 'client/src/main/java/org/apache/karaf/client/Main.java', 'KARAF-204', '3c42fc3232258bb61ac4ddcf60943b084ad3d053')
('karaf-4.0.10', 'tooling/karaf-maven-plugin/src/main/java/org/apache/karaf/tooling/features/GenerateDescriptorMojo.java', 'KARAF-5373', '2ebdf3c2804f51a1cdf50ce8dd0b2c14cfe4efd4')
('karaf-4.0.9', 'tooling/karaf-maven-plugin/src/main/java/org/apache/karaf/tooling/features/GenerateDescriptorMojo.java', 'KARAF-5373', '2ebdf3c2804f51a1cdf50ce8dd0b2c14cfe4efd4')
('karaf-4.0.10', 'tooling/karaf-maven-plugin/src/main/java/org/apache/karaf/tooling/features/GenerateDescriptorMojo.java', 'KARAF-5373', '0c4a819217cb35c59cc4c2d41369ca3f27e7cd12')
('karaf-4.0.9', 'tooling/karaf-maven-plugin/src/main/java/org/apache/karaf/tooling/features/GenerateDescriptorMojo.java', 'KARAF-5373', '0c4a819217cb35c59cc4c2d41369ca3f27e7cd12')
('karaf-4.0.10', 'tooling/karaf-maven-plugin/src/main/java/org/apache/karaf/tooling/features/GenerateDescriptorMojo.java', 'KARAF-5373', '9865bdf759392d5317a4d9623cb4aeed5dac6754')
('karaf-4.0.9', 'tooling/karaf-maven-plugin/src/main/java/org/apache/karaf/tooling/features/GenerateDescriptorMojo.java', 'KARAF-5373', '9865bdf759392d5317a4d9623cb4aeed5dac6754')
('karaf-2.2.1', 'main/src/main/java/org/apache/karaf/main/Statements.java', 'KARAF-689', 'd31ab9ec78eb8acfbd64f5634de8ea981e695406')
('karaf-2.2.1', 'main/src/main/java/org/apache/karaf/main/OracleJDBCLock.java', 'KARAF-689', 'd31ab9ec78eb8acfbd64f5634de8ea981e695406')
('karaf-2.1.5', 'main/src/main/java/org/apache/karaf/main/Statements.java', 'KARAF-689', 'd31ab9ec78eb8acfbd64f5634de8ea981e695406')
('karaf-2.1.5', 'main/src/main/java/org/apache/karaf/main/OracleJDBCLock.java', 'KARAF-689', 'd31ab9ec78eb8acfbd64f5634de8ea981e695406')
('karaf-2.2.0', 'main/src/main/java/org/apache/karaf/main/Statements.java', 'KARAF-689', 'd31ab9ec78eb8acfbd64f5634de8ea981e695406')
('karaf-2.2.0', 'main/src/main/java/org/apache/karaf/main/OracleJDBCLock.java', 'KARAF-689', 'd31ab9ec78eb8acfbd64f5634de8ea981e695406')
('karaf-2.1.4', 'main/src/main/java/org/apache/karaf/main/Statements.java', 'KARAF-689', 'd31ab9ec78eb8acfbd64f5634de8ea981e695406')
('karaf-2.1.4', 'main/src/main/java/org/apache/karaf/main/OracleJDBCLock.java', 'KARAF-689', 'd31ab9ec78eb8acfbd64f5634de8ea981e695406')
('karaf-2.1.3', 'main/src/main/java/org/apache/karaf/main/Statements.java', 'KARAF-689', 'd31ab9ec78eb8acfbd64f5634de8ea981e695406')
('karaf-2.1.3', 'main/src/main/java/org/apache/karaf/main/OracleJDBCLock.java', 'KARAF-689', 'd31ab9ec78eb8acfbd64f5634de8ea981e695406')
('karaf-2.1.2', 'main/src/main/java/org/apache/karaf/main/Statements.java', 'KARAF-689', 'd31ab9ec78eb8acfbd64f5634de8ea981e695406')
('karaf-2.1.2', 'main/src/main/java/org/apache/karaf/main/OracleJDBCLock.java', 'KARAF-689', 'd31ab9ec78eb8acfbd64f5634de8ea981e695406')
('karaf-2.1.1', 'main/src/main/java/org/apache/karaf/main/Statements.java', 'KARAF-689', 'd31ab9ec78eb8acfbd64f5634de8ea981e695406')
('karaf-2.1.1', 'main/src/main/java/org/apache/karaf/main/OracleJDBCLock.java', 'KARAF-689', 'd31ab9ec78eb8acfbd64f5634de8ea981e695406')
('karaf-2.1.0', 'main/src/main/java/org/apache/karaf/main/Statements.java', 'KARAF-689', 'd31ab9ec78eb8acfbd64f5634de8ea981e695406')
('karaf-2.1.0', 'main/src/main/java/org/apache/karaf/main/OracleJDBCLock.java', 'KARAF-689', 'd31ab9ec78eb8acfbd64f5634de8ea981e695406')
('karaf-2.0.0', 'main/src/main/java/org/apache/karaf/main/Statements.java', 'KARAF-689', 'd31ab9ec78eb8acfbd64f5634de8ea981e695406')
('karaf-2.0.0', 'main/src/main/java/org/apache/karaf/main/OracleJDBCLock.java', 'KARAF-689', 'd31ab9ec78eb8acfbd64f5634de8ea981e695406')
('karaf-2.2.1', 'features/core/src/main/java/org/apache/karaf/features/internal/FeaturesServiceImpl.java', 'KARAF-686', '1edf5ff17b685c35d42d4c4924777b53744c1203')
('karaf-2.2.1', 'features/core/src/main/java/org/apache/karaf/features/internal/model/ConfigFile.java', 'KARAF-686', '1edf5ff17b685c35d42d4c4924777b53744c1203')
('karaf-2.2.1', 'features/core/src/main/java/org/apache/karaf/features/ConfigFileInfo.java', 'KARAF-686', '1edf5ff17b685c35d42d4c4924777b53744c1203')
('karaf-2.2.0', 'features/core/src/main/java/org/apache/karaf/features/ConfigFileInfo.java', 'KARAF-686', '1edf5ff17b685c35d42d4c4924777b53744c1203')
('karaf-4.0.10', 'features/core/src/main/java/org/apache/karaf/features/internal/osgi/Activator.java', 'KARAF-5371', '45afc23cdac19dc89e86a14bafc5639d1fdcec5e')
('karaf-4.0.9', 'features/core/src/main/java/org/apache/karaf/features/internal/osgi/Activator.java', 'KARAF-5371', '45afc23cdac19dc89e86a14bafc5639d1fdcec5e')
('karaf-4.0.8', 'features/core/src/main/java/org/apache/karaf/features/internal/osgi/Activator.java', 'KARAF-5371', '45afc23cdac19dc89e86a14bafc5639d1fdcec5e')
('karaf-4.0.7', 'features/core/src/main/java/org/apache/karaf/features/internal/osgi/Activator.java', 'KARAF-5371', '45afc23cdac19dc89e86a14bafc5639d1fdcec5e')
('karaf-4.0.10', 'features/core/src/main/java/org/apache/karaf/features/internal/osgi/Activator.java', 'KARAF-5371', 'cd0ecbbb0fb8a09a928bd87cc027572df2adfb7f')
('karaf-4.0.9', 'features/core/src/main/java/org/apache/karaf/features/internal/osgi/Activator.java', 'KARAF-5371', 'cd0ecbbb0fb8a09a928bd87cc027572df2adfb7f')
('karaf-4.0.8', 'features/core/src/main/java/org/apache/karaf/features/internal/osgi/Activator.java', 'KARAF-5371', 'cd0ecbbb0fb8a09a928bd87cc027572df2adfb7f')
('karaf-4.0.7', 'features/core/src/main/java/org/apache/karaf/features/internal/osgi/Activator.java', 'KARAF-5371', 'cd0ecbbb0fb8a09a928bd87cc027572df2adfb7f')
('karaf-4.0.10', 'features/core/src/main/java/org/apache/karaf/features/internal/region/DigraphHelper.java', 'KARAF-5371', '28415d0a2e10e6823ba0cef020277d712d7cb5b1')
('karaf-4.1.2', 'features/core/src/main/java/org/apache/karaf/features/internal/region/DigraphHelper.java', 'KARAF-5371', '28415d0a2e10e6823ba0cef020277d712d7cb5b1')
('karaf-4.0.9', 'features/core/src/main/java/org/apache/karaf/features/internal/region/DigraphHelper.java', 'KARAF-5371', '28415d0a2e10e6823ba0cef020277d712d7cb5b1')
('karaf-4.1.1', 'features/core/src/main/java/org/apache/karaf/features/internal/region/DigraphHelper.java', 'KARAF-5371', '28415d0a2e10e6823ba0cef020277d712d7cb5b1')
('karaf-4.1.0', 'features/core/src/main/java/org/apache/karaf/features/internal/region/DigraphHelper.java', 'KARAF-5371', '28415d0a2e10e6823ba0cef020277d712d7cb5b1')
('karaf-4.0.8', 'features/core/src/main/java/org/apache/karaf/features/internal/region/DigraphHelper.java', 'KARAF-5371', '28415d0a2e10e6823ba0cef020277d712d7cb5b1')
('karaf-4.0.7', 'features/core/src/main/java/org/apache/karaf/features/internal/region/DigraphHelper.java', 'KARAF-5371', '28415d0a2e10e6823ba0cef020277d712d7cb5b1')
('karaf-4.0.6', 'features/core/src/main/java/org/apache/karaf/features/internal/region/DigraphHelper.java', 'KARAF-5371', '28415d0a2e10e6823ba0cef020277d712d7cb5b1')
('karaf-4.0.5', 'features/core/src/main/java/org/apache/karaf/features/internal/region/DigraphHelper.java', 'KARAF-5371', '28415d0a2e10e6823ba0cef020277d712d7cb5b1')
('karaf-4.0.4', 'features/core/src/main/java/org/apache/karaf/features/internal/region/DigraphHelper.java', 'KARAF-5371', '28415d0a2e10e6823ba0cef020277d712d7cb5b1')
('karaf-4.0.3', 'features/core/src/main/java/org/apache/karaf/features/internal/region/DigraphHelper.java', 'KARAF-5371', '28415d0a2e10e6823ba0cef020277d712d7cb5b1')
('karaf-4.0.2', 'features/core/src/main/java/org/apache/karaf/features/internal/region/DigraphHelper.java', 'KARAF-5371', '28415d0a2e10e6823ba0cef020277d712d7cb5b1')
('karaf-4.0.1', 'features/core/src/main/java/org/apache/karaf/features/internal/region/DigraphHelper.java', 'KARAF-5371', '28415d0a2e10e6823ba0cef020277d712d7cb5b1')
('karaf-4.0.0', 'features/core/src/main/java/org/apache/karaf/features/internal/region/DigraphHelper.java', 'KARAF-5371', '28415d0a2e10e6823ba0cef020277d712d7cb5b1')
('karaf-4.0.0.M3', 'features/core/src/main/java/org/apache/karaf/features/internal/region/DigraphHelper.java', 'KARAF-5371', '28415d0a2e10e6823ba0cef020277d712d7cb5b1')
('karaf-4.1.2', 'features/core/src/main/java/org/apache/karaf/features/internal/osgi/Activator.java', 'KARAF-5371', '65bd1fc0f9c1b3b43e5dc7461092a954af0e7cd8')
('karaf-4.1.2', 'features/core/src/main/java/org/apache/karaf/features/internal/service/BundleInstallSupportImpl.java', 'KARAF-5371', '65bd1fc0f9c1b3b43e5dc7461092a954af0e7cd8')
('karaf-4.1.2', 'features/core/src/main/java/org/apache/karaf/features/internal/region/DigraphHelper.java', 'KARAF-5371', '65bd1fc0f9c1b3b43e5dc7461092a954af0e7cd8')
('karaf-4.0.9', 'features/core/src/main/java/org/apache/karaf/features/internal/region/DigraphHelper.java', 'KARAF-5371', '65bd1fc0f9c1b3b43e5dc7461092a954af0e7cd8')
('karaf-4.1.1', 'features/core/src/main/java/org/apache/karaf/features/internal/region/DigraphHelper.java', 'KARAF-5371', '65bd1fc0f9c1b3b43e5dc7461092a954af0e7cd8')
('karaf-4.1.0', 'features/core/src/main/java/org/apache/karaf/features/internal/region/DigraphHelper.java', 'KARAF-5371', '65bd1fc0f9c1b3b43e5dc7461092a954af0e7cd8')
('karaf-4.0.8', 'features/core/src/main/java/org/apache/karaf/features/internal/region/DigraphHelper.java', 'KARAF-5371', '65bd1fc0f9c1b3b43e5dc7461092a954af0e7cd8')
('karaf-4.0.7', 'features/core/src/main/java/org/apache/karaf/features/internal/region/DigraphHelper.java', 'KARAF-5371', '65bd1fc0f9c1b3b43e5dc7461092a954af0e7cd8')
('karaf-4.0.6', 'features/core/src/main/java/org/apache/karaf/features/internal/region/DigraphHelper.java', 'KARAF-5371', '65bd1fc0f9c1b3b43e5dc7461092a954af0e7cd8')
('karaf-4.0.5', 'features/core/src/main/java/org/apache/karaf/features/internal/region/DigraphHelper.java', 'KARAF-5371', '65bd1fc0f9c1b3b43e5dc7461092a954af0e7cd8')
('karaf-4.0.4', 'features/core/src/main/java/org/apache/karaf/features/internal/region/DigraphHelper.java', 'KARAF-5371', '65bd1fc0f9c1b3b43e5dc7461092a954af0e7cd8')
('karaf-4.0.3', 'features/core/src/main/java/org/apache/karaf/features/internal/region/DigraphHelper.java', 'KARAF-5371', '65bd1fc0f9c1b3b43e5dc7461092a954af0e7cd8')
('karaf-4.0.2', 'features/core/src/main/java/org/apache/karaf/features/internal/region/DigraphHelper.java', 'KARAF-5371', '65bd1fc0f9c1b3b43e5dc7461092a954af0e7cd8')
('karaf-4.0.1', 'features/core/src/main/java/org/apache/karaf/features/internal/region/DigraphHelper.java', 'KARAF-5371', '65bd1fc0f9c1b3b43e5dc7461092a954af0e7cd8')
('karaf-4.0.0', 'features/core/src/main/java/org/apache/karaf/features/internal/region/DigraphHelper.java', 'KARAF-5371', '65bd1fc0f9c1b3b43e5dc7461092a954af0e7cd8')
('karaf-4.0.0.M3', 'features/core/src/main/java/org/apache/karaf/features/internal/region/DigraphHelper.java', 'KARAF-5371', '65bd1fc0f9c1b3b43e5dc7461092a954af0e7cd8')
('karaf-2.3.6', 'management/server/src/main/java/org/apache/karaf/management/KarafMBeanServerGuard.java', 'KARAF-3192', '7b42e00f336f43449d39436c15d537ec7f91cac5')
('karaf-2.0.0', 'shell/console/src/main/java/org/apache/felix/gogo/commands/basic/DefaultActionPreparator.java', 'KARAF-206', '7607973442e654584779630aca128d5665956e3b')
('karaf-2.0.0', 'shell/console/src/main/java/org/apache/karaf/shell/console/commands/BlueprintCommand.java', 'KARAF-206', '7607973442e654584779630aca128d5665956e3b')
('karaf-3.0.5', 'profile/src/main/java/org/apache/karaf/profile/assembly/Builder.java', 'KARAF-4032', 'fb857f479e982ec7785ce799b5041a2b70334791')
('karaf-3.0.5', 'tooling/karaf-maven-plugin/src/main/java/org/apache/karaf/tooling/AssemblyMojo.java', 'KARAF-4032', 'fb857f479e982ec7785ce799b5041a2b70334791')
('karaf-4.0.3', 'features/core/src/main/java/org/apache/karaf/features/internal/service/FeaturesServiceImpl.java', 'KARAF-4031', '0db3724fa4498b601b6a12b0e0e9b329de93526c')
('karaf-4.0.2', 'features/core/src/main/java/org/apache/karaf/features/internal/service/FeaturesServiceImpl.java', 'KARAF-4031', '0db3724fa4498b601b6a12b0e0e9b329de93526c')
('karaf-4.0.1', 'features/core/src/main/java/org/apache/karaf/features/internal/service/FeaturesServiceImpl.java', 'KARAF-4031', '0db3724fa4498b601b6a12b0e0e9b329de93526c')
('karaf-4.0.3', 'features/core/src/main/java/org/apache/karaf/features/internal/service/FeaturesServiceImpl.java', 'KARAF-4031', '843909a8915e2c4ba541c8725445b19926ee7ab6')
('karaf-4.0.2', 'features/core/src/main/java/org/apache/karaf/features/internal/service/FeaturesServiceImpl.java', 'KARAF-4031', '843909a8915e2c4ba541c8725445b19926ee7ab6')
('karaf-4.0.1', 'features/core/src/main/java/org/apache/karaf/features/internal/service/FeaturesServiceImpl.java', 'KARAF-4031', '843909a8915e2c4ba541c8725445b19926ee7ab6')
('karaf-4.1.2', 'shell/core/src/main/java/org/apache/karaf/shell/impl/console/SessionFactoryImpl.java', 'KARAF-5361', 'bf8d2206add332086710b7901175181272616d4c')
('karaf-4.1.1', 'shell/core/src/main/java/org/apache/karaf/shell/impl/console/SessionFactoryImpl.java', 'KARAF-5361', 'bf8d2206add332086710b7901175181272616d4c')
('karaf-4.1.0', 'shell/core/src/main/java/org/apache/karaf/shell/impl/console/SessionFactoryImpl.java', 'KARAF-5361', 'bf8d2206add332086710b7901175181272616d4c')
('karaf-4.1.2', 'shell/commands/src/main/java/org/apache/karaf/shell/commands/impl/WatchAction.java', 'KARAF-5361', '24ca7ee7de7c267f56ea08db2a36ccc0b04b9418')
('karaf-4.1.2', 'shell/core/src/main/java/org/apache/karaf/shell/impl/console/SessionFactoryImpl.java', 'KARAF-5361', '24ca7ee7de7c267f56ea08db2a36ccc0b04b9418')
('karaf-4.1.2', 'shell/core/src/main/java/org/apache/karaf/shell/impl/console/HeadlessSessionImpl.java', 'KARAF-5361', '24ca7ee7de7c267f56ea08db2a36ccc0b04b9418')
('karaf-4.1.2', 'shell/core/src/main/java/org/apache/karaf/shell/impl/console/ConsoleSessionImpl.java', 'KARAF-5361', '24ca7ee7de7c267f56ea08db2a36ccc0b04b9418')
('karaf-4.1.1', 'shell/commands/src/main/java/org/apache/karaf/shell/commands/impl/WatchAction.java', 'KARAF-5361', '24ca7ee7de7c267f56ea08db2a36ccc0b04b9418')
('karaf-4.1.1', 'shell/core/src/main/java/org/apache/karaf/shell/impl/console/SessionFactoryImpl.java', 'KARAF-5361', '24ca7ee7de7c267f56ea08db2a36ccc0b04b9418')
('karaf-4.1.1', 'shell/core/src/main/java/org/apache/karaf/shell/impl/console/HeadlessSessionImpl.java', 'KARAF-5361', '24ca7ee7de7c267f56ea08db2a36ccc0b04b9418')
('karaf-4.1.0', 'shell/commands/src/main/java/org/apache/karaf/shell/commands/impl/WatchAction.java', 'KARAF-5361', '24ca7ee7de7c267f56ea08db2a36ccc0b04b9418')
('karaf-4.1.0', 'shell/core/src/main/java/org/apache/karaf/shell/impl/console/SessionFactoryImpl.java', 'KARAF-5361', '24ca7ee7de7c267f56ea08db2a36ccc0b04b9418')
('karaf-2.2.2', 'features/core/src/main/java/org/apache/karaf/features/internal/FeaturesServiceImpl.java', 'KARAF-697', '830177f88708e3368be688792523deef3187745d')
('karaf-4.2.5', 'features/core/src/main/java/org/apache/karaf/features/internal/service/FeaturesServiceImpl.java', 'KARAF-6252', 'c892504ac9a9eafaf01e2d8bbe90c88bc4f86541')
('karaf-4.2.4', 'features/core/src/main/java/org/apache/karaf/features/internal/service/FeaturesServiceImpl.java', 'KARAF-6252', 'c892504ac9a9eafaf01e2d8bbe90c88bc4f86541')
('karaf-4.2.3', 'features/core/src/main/java/org/apache/karaf/features/internal/service/FeaturesServiceImpl.java', 'KARAF-6252', 'c892504ac9a9eafaf01e2d8bbe90c88bc4f86541')
('karaf-4.2.5', 'util/src/main/java/org/apache/karaf/util/tracker/BaseActivator.java', 'KARAF-6256', '704932cc07ddb9c7c2fc64422f2f018175bbbb8f')
('karaf-4.2.4', 'util/src/main/java/org/apache/karaf/util/tracker/BaseActivator.java', 'KARAF-6256', '704932cc07ddb9c7c2fc64422f2f018175bbbb8f')
('karaf-4.2.3', 'util/src/main/java/org/apache/karaf/util/tracker/BaseActivator.java', 'KARAF-6256', '704932cc07ddb9c7c2fc64422f2f018175bbbb8f')
('karaf-4.2.2', 'util/src/main/java/org/apache/karaf/util/tracker/BaseActivator.java', 'KARAF-6256', '704932cc07ddb9c7c2fc64422f2f018175bbbb8f')
